ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Join_Year,Join_Month,Join_Day,Age
6354,1984,Graduation,Married,15345.0,1,0,2012-08-31,51,5.0,2.0,16.0,3.0,2.0,19.0,2,1,1,2,8,0,0,0,0,0,0,3,11,1,2012,8,31,42
798,1987,Graduation,Single,23442.0,1,0,2012-12-24,71,2.0,0.0,6.0,8.0,6.0,5.0,1,1,0,3,7,0,0,0,0,0,0,3,11,0,2012,12,24,39
8213,1980,2N Cycle,Married,14515.0,1,0,2012-11-09,71,6.0,4.0,9.0,6.0,36.0,35.0,4,2,2,3,7,0,0,0,0,0,0,3,11,1,2012,11,9,46
2488,1956,2N Cycle,Divorced,31395.0,1,1,2013-03-23,80,23.0,1.0,25.0,0.0,8.0,7.0,4,2,1,3,6,0,0,0,0,0,0,3,11,0,2013,3,23,70
9999,1965,Graduation,Married,75276.0,0,0,2012-09-27,2,610.0,81.0,125.0,120.5,42.0,21.0,1,9,4,9,5,0,0,0,0,0,0,3,11,0,2012,9,27,61
7617,1974,Graduation,Single,42373.0,1,1,2013-08-15,83,67.0,5.0,61.0,3.0,8.0,19.0,5,2,1,5,5,0,0,0,0,0,0,3,11,0,2013,8,15,52
615,1960,Graduation,Married,30507.0,0,0,2013-03-11,29,65.0,36.0,74.0,38.0,20.0,110.0,1,5,1,4,7,0,0,0,0,0,0,3,11,0,2013,3,11,66
2552,1955,Phd,Single,55521.0,1,2,2013-10-22,11,416.0,0.0,26.0,0.0,0.0,4.0,9,6,3,6,7,0,1,0,0,0,0,3,11,1,2013,10,22,71
194,1965,Graduation,Married,48006.0,1,1,2014-06-09,55,23.0,0.0,11.0,3.0,2.0,2.0,1,1,0,3,6,0,0,0,0,0,0,3,11,0,2014,6,9,61
3645,1972,Phd,Single,27213.0,1,0,2012-08-30,19,19.0,3.0,26.0,10.0,9.0,3.0,3,2,0,4,8,0,0,0,0,0,0,3,11,1,2012,8,30,54
8890,1971,Phd,Divorced,65808.0,1,1,2014-05-30,1,155.0,7.0,80.0,13.0,7.0,10.0,3,5,1,5,6,0,0,0,0,0,0,3,11,0,2014,5,30,55
5049,1974,Phd,Married,30351.0,1,0,2013-06-06,19,14.0,0.0,24.0,3.0,3.0,2.0,1,3,0,2,9,0,0,0,0,0,0,3,11,0,2013,6,6,52
9973,1963,Graduation,Married,50437.0,0,2,2012-10-17,28,370.0,9.0,92.0,6.0,9.0,4.0,3,7,1,8,7,0,0,0,0,0,0,3,11,0,2012,10,17,63
7301,1982,2N Cycle,Single,23616.0,1,0,2012-11-17,76,4.0,22.0,11.0,3.0,7.0,32.0,2,3,0,3,8,0,0,0,0,0,0,3,11,1,2012,11,17,44
10882,1976,Graduation,Married,53858.0,0,1,2012-11-09,50,407.0,53.0,221.0,58.0,81.0,26.0,4,4,3,6,4,0,0,0,0,0,0,3,11,0,2012,11,9,50
7030,1955,Phd,Married,66465.0,0,1,2013-03-30,1,1200.0,0.0,204.0,38.0,29.0,14.0,3,11,9,12,6,0,0,0,1,0,0,3,11,0,2013,3,30,71
7422,1987,Graduation,Single,46923.0,1,0,2012-08-22,90,85.0,44.0,54.0,102.0,78.0,6.0,3,5,1,7,7,0,0,0,0,0,0,3,11,0,2012,8,22,39
3523,1962,Graduation,Married,75072.0,0,1,2013-01-23,83,583.0,34.0,309.0,0.0,22.0,125.0,2,5,4,8,3,0,0,0,0,0,0,3,11,0,2013,1,23,64
7106,1943,Phd,Married,75865.0,0,0,2014-03-31,73,483.0,0.0,556.0,120.5,0.0,12.0,1,3,5,10,1,0,0,0,0,0,0,3,11,0,2014,3,31,83
6504,1975,2N Cycle,Married,19789.0,1,0,2013-11-20,24,2.0,5.0,9.0,28.0,6.0,28.0,3,2,1,3,5,1,0,0,0,0,0,3,11,0,2013,11,20,51
5067,1994,Graduation,Married,80134.0,0,0,2014-02-14,11,966.0,26.0,282.0,52.0,26.0,26.0,1,2,7,11,5,0,1,1,1,1,0,3,11,0,2014,2,14,32
4216,1981,Graduation,Single,91065.0,0,0,2013-02-22,33,822.0,81.0,108.0,120.5,81.0,114.0,1,7,9,9,3,0,0,1,1,0,0,3,11,1,2013,2,22,45
8581,1971,Master,Married,49505.0,1,1,2013-03-05,4,604.0,0.0,100.0,19.0,0.0,28.0,9,10,2,8,8,0,0,0,0,0,0,3,11,0,2013,3,5,55
5929,1973,Phd,Married,37401.0,1,0,2014-05-06,14,19.0,3.0,19.0,3.0,1.0,3.0,2,2,0,3,7,0,0,0,0,0,0,3,11,0,2014,5,6,53
3129,1983,Graduation,Married,30096.0,1,0,2014-05-22,30,5.0,3.0,11.0,12.0,5.0,9.0,1,2,0,3,6,0,0,0,0,0,0,3,11,0,2014,5,22,43
6528,1982,Master,Married,18492.0,1,0,2014-06-05,75,2.0,2.0,2.0,2.0,1.0,1.0,1,1,0,2,8,0,0,0,0,0,0,3,11,0,2014,6,5,44
1361,1974,Master,Married,82584.0,0,0,2013-06-04,26,1076.0,68.0,103.0,29.0,81.0,68.0,1,3,4,8,1,0,1,1,0,0,0,3,11,1,2013,6,4,52
6932,1941,Phd,Married,93027.0,0,0,2013-04-13,77,1224.0,42.0,556.0,55.0,0.0,21.0,0,7,10,5,2,0,0,1,0,0,0,3,11,0,2013,4,13,85
7284,1953,Graduation,Married,48686.0,1,2,2013-12-04,8,10.0,0.0,7.0,2.0,0.0,1.0,1,1,0,2,8,0,0,0,0,0,0,3,11,0,2013,12,4,73
1340,1986,Graduation,Married,92910.0,0,0,2014-04-24,42,551.0,81.0,556.0,120.5,81.0,33.0,1,6,7,13,1,0,1,1,1,0,0,3,11,0,2014,4,24,40
8746,1989,Graduation,Married,75433.0,1,0,2014-04-05,28,800.0,0.0,297.0,0.0,34.0,57.0,2,2,5,10,6,0,1,0,1,0,0,3,11,0,2014,4,5,37
5987,1989,2N Cycle,Married,10404.0,1,0,2014-05-04,52,2.0,2.0,11.0,10.0,6.0,12.0,2,1,0,4,5,0,0,0,0,0,0,3,11,0,2014,5,4,37
3767,1968,Graduation,Married,61314.0,0,1,2013-04-25,1,378.0,0.0,189.0,97.0,81.0,126.5,2,5,5,12,3,0,0,0,0,0,0,3,11,0,2013,4,25,58
3725,1961,Phd,Single,84865.0,0,0,2013-05-09,1,1224.0,16.0,349.0,43.0,16.0,16.0,1,2,4,9,4,0,1,1,1,1,0,3,11,1,2013,5,9,65
4324,1989,Graduation,Married,42387.0,1,0,2012-10-29,42,235.0,0.0,235.0,19.0,4.0,126.5,5,8,1,7,8,0,0,0,0,0,0,3,11,0,2012,10,29,37
238,1967,2N Cycle,Married,67309.0,1,1,2013-01-23,76,515.0,47.0,181.0,120.5,81.0,95.0,15,9,6,9,7,0,0,0,0,0,0,3,11,0,2013,1,23,59
6694,1964,Graduation,Married,75236.0,0,1,2013-11-25,27,438.0,66.0,400.0,12.0,38.0,114.0,1,8,3,13,4,0,0,0,0,0,0,3,11,0,2013,11,25,62
498,1970,Graduation,Single,30015.0,1,0,2014-02-02,28,25.0,0.0,22.0,2.0,3.0,5.0,2,1,0,4,5,0,0,0,0,0,0,3,11,0,2014,2,2,56
9347,1956,Master,Married,50943.0,0,1,2013-06-21,49,31.0,0.0,7.0,2.0,0.0,6.0,1,1,0,3,5,0,0,0,0,0,0,3,11,0,2013,6,21,70
9699,1966,Graduation,Divorced,67272.0,0,1,2013-12-21,12,357.0,35.0,271.0,28.0,28.0,14.0,3,6,2,12,5,0,0,0,0,0,0,3,11,0,2013,12,21,60
10664,1949,Master,Widow,51529.0,0,1,2013-09-07,14,400.0,4.0,35.0,6.0,0.0,22.0,2,9,1,5,8,0,0,0,0,0,0,3,11,0,2013,9,7,77
5455,1971,Phd,Married,32011.0,1,0,2013-08-22,89,99.0,0.0,15.0,2.0,1.0,5.0,3,2,1,4,7,0,0,0,0,0,0,3,11,0,2013,8,22,55
456,1986,2N Cycle,Married,7500.0,1,0,2013-02-07,96,1.0,11.0,5.0,4.0,6.0,9.0,2,2,0,3,8,0,0,0,0,0,0,3,11,0,2013,2,7,40
5012,1989,Graduation,Married,28691.0,1,0,2013-07-04,56,5.0,4.0,13.0,8.0,0.0,4.0,1,1,0,3,8,0,0,0,0,0,0,3,11,0,2013,7,4,37
7495,1948,Phd,Married,56223.0,0,1,2013-12-20,72,77.0,28.0,31.0,16.0,0.0,4.0,2,2,1,5,4,0,0,0,0,0,0,3,11,0,2013,12,20,78
5029,1946,Graduation,Married,18100.0,0,0,2013-08-06,14,3.0,1.0,2.0,4.0,3.0,1.0,1,0,0,3,5,0,0,0,0,0,0,3,11,0,2013,8,6,80
10642,1989,Graduation,Single,30279.0,1,0,2012-12-30,13,10.0,4.0,14.0,4.0,4.0,1.0,1,1,0,3,8,0,0,0,0,0,0,3,11,0,2012,12,30,37
2106,1974,2N Cycle,Married,20130.0,0,0,2014-03-17,99,0.0,6.0,3.0,7.0,6.0,12.0,1,1,0,3,8,0,0,0,0,0,0,3,11,0,2014,3,17,52
10364,1959,Graduation,Divorced,23295.0,0,0,2013-07-13,72,0.0,0.0,1.0,2.0,12.0,5.0,1,1,0,2,8,0,0,0,0,0,0,3,11,0,2013,7,13,67
5954,1972,Master,Divorced,42618.0,1,0,2013-10-09,92,76.0,14.0,74.0,13.0,5.0,10.0,2,5,0,4,8,0,0,0,0,0,0,3,11,0,2013,10,9,54
1137,1964,Graduation,Single,81246.0,0,0,2013-12-29,87,398.0,81.0,537.0,61.0,81.0,37.0,1,4,5,7,1,1,0,0,1,0,0,3,11,0,2013,12,29,62
2541,1976,Graduation,Married,24027.0,1,0,2013-06-09,7,14.0,7.0,11.0,11.0,0.0,5.0,2,2,0,3,8,0,0,0,0,0,0,3,11,0,2013,6,9,50
1142,1953,Phd,Married,55707.0,0,1,2013-12-22,91,208.0,7.0,82.0,30.0,66.0,35.0,2,3,2,9,3,0,0,0,0,0,0,3,11,0,2013,12,22,73
2276,1955,Graduation,Single,57959.0,0,1,2013-05-02,71,430.0,16.0,322.0,43.0,24.0,33.0,5,4,7,11,3,0,0,0,0,0,0,3,11,0,2013,5,2,71
2807,1969,Graduation,Married,56796.0,0,1,2013-02-16,24,656.0,38.0,161.0,62.0,47.0,37.0,3,8,9,7,7,0,0,0,0,0,0,3,11,0,2013,2,16,57
6471,1971,Master,Single,36230.0,1,0,2013-10-17,17,14.0,2.0,30.0,8.0,2.0,3.0,1,2,0,4,5,0,0,0,0,0,0,3,11,0,2013,10,17,55
6131,1980,2N Cycle,Married,70829.0,1,1,2013-12-01,87,141.0,70.0,106.0,72.0,19.0,23.0,2,4,2,8,3,0,0,0,0,0,0,3,11,0,2013,12,1,46
6233,1976,Graduation,Married,65991.0,0,1,2012-09-07,21,507.0,19.0,364.0,25.0,47.0,9.0,3,9,5,10,7,0,0,0,0,0,0,3,11,0,2012,9,7,50
4148,1972,Graduation,Married,38988.0,1,2,2012-08-20,90,164.0,24.0,103.0,12.0,3.0,42.0,7,5,1,6,8,0,0,0,0,0,0,3,11,0,2012,8,20,54
4947,1966,2N Cycle,Single,89572.0,0,0,2012-09-15,44,606.0,24.0,556.0,120.5,81.0,64.0,1,7,7,9,4,0,1,0,1,0,0,3,11,1,2012,9,15,60
3225,1984,Master,Married,42207.0,1,0,2013-04-01,71,116.0,11.0,72.0,3.0,17.0,46.0,4,4,1,5,6,1,0,0,0,0,0,3,11,1,2013,4,1,42
7540,1952,Graduation,Married,50300.0,0,1,2014-05-25,52,143.0,15.0,60.0,24.0,23.0,5.0,2,2,1,8,2,0,0,0,0,0,0,3,11,0,2014,5,25,74
10648,1982,2N Cycle,Married,66664.0,0,0,2012-09-25,78,398.0,81.0,447.0,120.5,81.0,32.0,1,5,7,6,3,0,0,0,0,0,0,3,11,0,2012,9,25,44
1992,1964,Graduation,Married,60597.0,0,1,2014-01-01,2,522.0,0.0,257.0,32.0,16.0,66.0,4,2,2,8,7,0,0,0,1,0,0,3,11,1,2014,1,1,62
7851,1949,Graduation,Widow,70165.0,0,0,2013-09-22,60,161.0,0.0,253.0,120.5,81.0,122.0,1,3,7,11,1,0,0,0,0,0,0,3,11,0,2013,9,22,77
8594,1958,Phd,Widow,50520.0,0,1,2014-01-28,25,112.0,0.0,6.0,2.0,1.0,14.0,2,3,1,3,6,0,0,0,0,0,0,3,11,0,2014,1,28,68
7059,1963,Graduation,Married,80124.0,0,0,2014-06-26,47,483.0,81.0,398.0,120.5,81.0,126.5,1,3,7,8,1,1,0,0,0,0,0,3,11,0,2014,6,26,63
2815,1975,Graduation,Married,33183.0,1,0,2014-02-24,46,7.0,5.0,39.0,17.0,15.0,37.0,2,4,0,3,7,0,0,0,0,0,0,3,11,0,2014,2,24,51
2416,1969,Phd,Single,66582.0,0,0,2014-03-03,83,789.0,25.0,420.0,16.0,38.0,0.0,1,2,8,9,1,0,0,0,0,0,0,3,11,0,2014,3,3,57
7999,1955,Phd,Married,75261.0,0,0,2013-04-23,17,1224.0,17.0,413.0,23.0,34.0,17.0,1,5,6,5,2,0,1,1,0,0,0,3,11,1,2013,4,23,71
9213,1970,Graduation,Widow,31880.0,1,0,2012-10-31,13,4.0,1.0,5.0,2.0,0.0,3.0,1,1,0,2,8,0,0,0,0,0,0,3,11,0,2012,10,31,56
9697,1951,Graduation,Married,53790.0,0,2,2014-03-06,86,335.0,42.0,127.0,28.0,5.0,5.0,3,7,2,8,6,0,0,0,0,0,0,3,11,0,2014,3,6,75
3916,1971,Phd,Married,49269.0,1,0,2012-08-15,92,639.0,8.0,166.0,11.0,8.0,58.0,3,7,3,12,7,0,0,0,0,0,0,3,11,0,2012,8,15,55
2021,1975,Graduation,Married,61456.0,0,1,2013-03-27,47,563.0,76.0,384.0,84.0,81.0,89.0,4,6,10,13,4,0,0,0,0,0,0,3,11,0,2013,3,27,51
1581,1980,Graduation,Married,37406.0,1,0,2013-10-10,18,2.0,0.0,8.0,2.0,2.0,3.0,1,1,0,2,8,0,0,0,0,0,0,3,11,1,2013,10,10,46
564,1981,Phd,Married,56937.0,1,0,2012-08-04,81,746.0,8.0,125.0,11.0,8.0,8.0,7,8,6,9,6,0,1,0,0,0,0,3,11,1,2012,8,4,45
6619,1978,Graduation,Married,38415.0,1,1,2013-01-02,91,22.0,1.0,13.0,4.0,0.0,4.0,2,1,0,3,7,0,0,0,0,0,0,3,11,0,2013,1,2,48
9081,1988,Graduation,Single,20518.0,1,0,2014-05-18,58,4.0,1.0,6.0,4.0,1.0,9.0,1,1,1,2,5,0,0,0,0,0,0,3,11,0,2014,5,18,38
178,1956,Graduation,Married,62503.0,0,1,2013-02-18,40,478.0,0.0,193.0,110.0,75.0,117.0,4,8,3,11,5,0,0,0,0,0,0,3,11,0,2013,2,18,70
916,1972,Phd,Single,41644.0,1,1,2014-05-09,67,20.0,3.0,4.0,2.0,0.0,2.0,2,1,0,3,3,0,0,0,0,0,0,3,11,0,2014,5,9,54
5512,1977,Master,Married,55842.0,0,1,2014-05-23,19,451.0,0.0,39.0,0.0,4.0,24.0,1,7,1,8,5,0,0,0,0,0,0,3,11,0,2014,5,23,49
8970,1972,Phd,Married,62010.0,0,1,2012-10-23,93,371.0,22.0,39.0,6.0,0.0,92.0,4,6,2,7,5,0,0,0,0,0,0,3,11,0,2012,10,23,54
10581,1977,Graduation,Married,41124.0,1,0,2012-10-31,41,281.0,7.0,84.0,15.0,0.0,119.0,7,7,3,4,8,0,0,0,0,0,0,3,11,0,2012,10,31,49
5300,1973,Master,Married,38961.0,1,0,2013-12-30,60,19.0,7.0,19.0,0.0,1.0,24.0,1,2,1,2,7,0,0,0,0,0,0,3,11,0,2013,12,30,53
5154,1972,Master,Divorced,37760.0,1,0,2013-08-11,54,26.0,3.0,13.0,2.0,10.0,0.0,1,2,0,3,6,0,0,0,0,0,0,3,11,0,2013,8,11,54
8346,1974,Graduation,Single,32233.0,1,0,2012-08-19,26,138.0,15.0,35.0,25.0,11.0,72.0,2,6,2,2,9,1,0,0,0,0,0,3,11,1,2012,8,19,52
1676,1975,Graduation,Married,43057.0,0,1,2013-10-30,30,213.0,2.0,44.0,0.0,2.0,5.0,4,4,2,5,5,0,0,0,0,0,0,3,11,0,2013,10,30,51
9286,1960,Master,Married,83151.0,0,0,2012-10-10,93,407.0,28.0,100.0,120.0,74.0,18.0,1,5,9,4,3,0,0,0,0,0,0,3,11,0,2012,10,10,66
2426,1964,Phd,Divorced,78825.0,0,0,2012-09-14,35,483.0,74.0,114.0,120.5,37.0,18.0,1,5,10,13,3,0,0,0,0,0,0,3,11,1,2012,9,14,62
5172,1976,Master,Married,65104.0,0,1,2013-11-14,4,738.0,0.0,232.0,13.0,20.0,50.0,2,3,5,7,7,0,0,0,0,0,0,3,11,0,2013,11,14,50
5562,1974,Graduation,Married,60093.0,0,1,2013-06-26,92,502.0,12.0,109.0,16.0,6.0,90.0,2,7,2,10,6,0,0,0,0,0,0,3,11,0,2013,6,26,52
3436,1969,Graduation,Married,14045.0,1,0,2014-01-26,24,11.0,0.0,5.0,2.0,1.0,1.0,1,1,0,3,7,0,0,0,0,0,0,3,11,0,2014,1,26,57
3921,1952,2N Cycle,Widow,28457.0,0,0,2012-10-28,96,24.0,1.0,108.0,29.0,29.0,14.0,1,4,1,4,8,0,0,0,0,0,0,3,11,0,2012,10,28,74
3403,1958,Phd,Married,78952.0,0,1,2012-09-24,11,1170.0,19.0,556.0,99.0,76.0,126.5,2,2,5,12,6,0,0,0,0,0,0,3,11,0,2012,9,24,68
22,1976,Graduation,Divorced,46310.0,1,0,2012-12-03,99,185.0,2.0,88.0,15.0,5.0,14.0,2,6,1,5,8,0,0,0,0,0,0,3,11,0,2012,12,3,50
10965,1955,Graduation,Married,76005.0,0,0,2013-02-22,72,983.0,20.0,389.0,120.5,50.0,40.0,1,3,5,13,6,0,0,0,1,0,0,3,11,0,2013,2,22,71
9426,1964,Master,Single,58308.0,0,1,2013-01-12,77,691.0,0.0,69.0,10.0,0.0,126.5,4,2,6,3,8,0,0,0,0,0,0,3,11,0,2013,1,12,62
6605,1944,Phd,Divorced,55614.0,0,0,2013-11-27,85,504.0,13.0,131.0,8.0,0.0,26.0,1,9,4,6,7,0,1,0,0,0,0,3,11,0,2013,11,27,82
3136,1962,Master,Divorced,59432.0,0,1,2013-04-13,88,317.0,25.0,265.0,25.0,19.0,12.0,3,5,3,11,5,0,0,0,0,0,0,3,11,0,2013,4,13,64
8737,1978,Graduation,Divorced,55563.0,0,1,2014-04-05,22,29.0,1.0,9.0,2.0,0.0,2.0,1,2,0,3,3,0,0,0,0,0,0,3,11,0,2014,4,5,48
11088,1971,Phd,Married,78642.0,0,1,2013-04-21,83,1224.0,0.0,322.0,46.0,35.0,17.0,1,4,9,4,6,0,0,0,0,0,0,3,11,0,2013,4,21,55
716,1949,Phd,Married,67911.0,0,1,2014-05-22,63,529.0,0.0,356.0,63.0,28.0,0.0,3,6,7,11,3,0,0,0,0,0,0,3,11,0,2014,5,22,77
466,1944,Graduation,Married,65275.0,0,0,2013-04-03,9,388.0,14.0,218.0,91.0,14.0,21.0,1,4,3,13,2,0,0,0,0,0,0,3,11,0,2013,4,3,82
9135,1950,Graduation,Married,27203.0,1,1,2012-08-06,92,13.0,2.0,21.0,4.0,0.0,24.0,2,1,1,2,8,0,0,0,0,0,0,3,11,0,2012,8,6,76
10623,1961,Master,Married,48330.0,0,1,2013-11-15,2,28.0,0.0,4.0,0.0,0.0,0.0,1,1,0,3,5,0,0,0,0,0,0,3,11,0,2013,11,15,65
8151,1990,Basic,Married,24279.0,0,0,2012-12-29,6,16.0,36.0,21.0,20.0,62.0,108.0,1,4,1,3,8,0,0,0,0,0,0,3,11,0,2012,12,29,36
5140,1985,Phd,Married,64355.0,1,0,2012-08-24,66,1047.0,0.0,140.0,67.0,38.0,126.5,2,4,3,12,8,0,0,0,0,0,0,3,11,0,2012,8,24,41
10160,1956,Master,Married,50943.0,0,1,2013-06-21,49,31.0,0.0,7.0,2.0,0.0,6.0,1,1,0,3,5,0,0,0,0,0,0,3,11,0,2013,6,21,70
4945,1953,Graduation,Widow,53653.0,0,0,2012-11-07,29,815.0,10.0,239.0,28.0,10.0,108.0,2,10,4,12,6,0,0,0,0,0,0,3,11,0,2012,11,7,73
10584,1976,Graduation,Married,65665.0,0,1,2013-12-02,77,225.0,81.0,387.0,106.0,36.0,29.0,1,5,10,8,3,0,0,0,0,0,0,3,11,0,2013,12,2,50
6071,1989,Graduation,Single,81217.0,0,0,2013-07-19,77,493.0,70.0,324.0,120.5,40.0,84.0,1,3,7,11,1,0,0,0,0,0,0,3,11,0,2013,7,19,37
3386,1992,Graduation,Married,34935.0,0,0,2013-06-21,71,34.0,4.0,66.0,3.0,10.0,20.0,1,2,1,4,7,0,0,0,0,0,0,3,11,0,2013,6,21,34
8939,1959,Graduation,Divorced,61250.0,0,1,2012-12-16,49,382.0,81.0,65.0,60.0,26.0,59.0,6,5,2,12,5,0,0,0,0,0,0,3,11,0,2012,12,16,67
9925,1981,Phd,Married,39665.0,1,0,2013-05-25,97,127.0,1.0,56.0,0.0,1.0,31.0,3,4,2,3,7,1,0,0,0,0,0,3,11,0,2013,5,25,45
4320,1979,Graduation,Single,60152.0,0,1,2013-03-28,6,325.0,81.0,300.0,86.0,58.0,91.0,1,6,4,12,3,0,0,0,0,0,0,3,11,0,2013,3,28,47
5389,1964,Graduation,Married,48920.0,0,2,2013-10-20,93,238.0,17.0,68.0,8.0,10.0,6.0,3,6,2,5,7,0,1,0,0,0,0,3,11,0,2013,10,20,62
6036,1959,Master,Married,89120.0,0,0,2014-03-17,78,1168.0,81.0,408.0,72.0,81.0,55.0,1,5,6,7,1,0,0,1,0,0,0,3,11,0,2014,3,17,67
182,1946,Phd,Married,44124.0,0,1,2013-05-11,62,284.0,0.0,55.0,0.0,6.0,52.0,4,6,2,5,8,0,0,0,0,0,0,3,11,0,2013,5,11,80
203,1975,Master,Single,81169.0,0,0,2013-04-14,47,1224.0,20.0,556.0,80.0,61.0,27.0,1,5,7,9,2,0,0,0,0,0,0,3,11,0,2013,4,14,51
11025,1961,Graduation,Married,36443.0,1,1,2013-02-03,9,65.0,0.0,46.0,4.0,3.0,20.0,4,3,1,3,8,0,0,0,0,0,0,3,11,0,2013,2,3,65
10203,1990,Graduation,Single,26095.0,1,0,2013-06-30,77,11.0,7.0,9.0,3.0,1.0,11.0,1,1,0,3,7,0,0,0,0,0,0,3,11,0,2013,6,30,36
4607,1959,Graduation,Married,71367.0,0,0,2013-08-23,24,227.0,23.0,389.0,42.0,21.0,75.0,1,4,5,7,2,0,0,0,0,0,0,3,11,0,2013,8,23,67
3711,1944,Master,Married,80184.0,0,0,2014-03-01,19,1035.0,81.0,556.0,25.0,38.0,0.0,1,6,3,10,3,0,0,1,1,0,0,3,11,0,2014,3,1,82
3696,1965,Graduation,Divorced,30630.0,1,1,2014-01-27,67,27.0,1.0,12.0,2.0,0.0,10.0,2,2,0,3,7,0,0,0,0,0,0,3,11,0,2014,1,27,61
2532,1987,Master,Single,73454.0,0,0,2014-03-01,95,982.0,73.0,351.0,56.0,14.0,126.5,1,2,4,6,5,1,0,0,0,0,0,3,11,0,2014,3,1,39
9214,1991,Graduation,Married,42691.0,0,0,2013-08-16,48,179.0,2.0,64.0,38.0,17.0,58.0,1,5,1,6,5,0,0,0,0,0,0,3,11,0,2013,8,16,35
4943,1953,Graduation,Married,70503.0,0,0,2012-09-30,73,1224.0,33.0,216.0,0.0,33.0,66.0,1,2,4,9,6,0,1,1,0,0,0,3,11,0,2012,9,30,73
35,1987,Graduation,Married,25545.0,1,0,2012-09-08,35,32.0,1.0,64.0,16.0,12.0,85.0,3,2,2,3,6,0,0,0,0,0,0,3,11,1,2012,9,8,39
2258,1986,Graduation,Married,32880.0,1,0,2012-12-04,76,8.0,4.0,15.0,7.0,6.0,2.0,1,1,0,3,8,0,0,0,0,0,0,3,11,0,2012,12,4,40
4322,1958,Phd,Married,77863.0,0,0,2013-11-27,20,881.0,38.0,319.0,16.0,25.0,12.0,1,4,5,10,2,0,0,0,0,0,0,3,11,0,2013,11,27,68
713,1977,Master,Married,50353.0,0,0,2014-06-08,72,141.0,15.0,153.0,67.0,31.0,35.0,1,4,4,6,3,0,0,0,0,0,0,3,11,0,2014,6,8,49
4702,1964,Graduation,Single,61839.0,0,0,2012-08-12,20,1000.0,81.0,379.0,120.5,17.0,120.0,1,4,8,4,8,0,0,0,0,0,0,3,11,0,2012,8,12,62
3281,1960,Phd,Married,49154.0,1,1,2013-11-03,69,206.0,10.0,67.0,30.0,27.0,71.0,6,4,1,8,6,0,0,0,0,0,0,3,11,0,2013,11,3,66
702,1975,2N Cycle,Widow,47682.0,0,1,2013-02-15,80,162.0,61.0,83.0,97.0,57.0,61.0,4,4,3,8,5,0,0,0,0,0,0,3,11,0,2013,2,15,51
2004,1969,Graduation,Single,72679.0,0,1,2013-09-18,65,619.0,54.0,260.0,120.5,54.0,54.0,1,4,7,5,1,0,0,0,0,0,0,3,11,0,2013,9,18,57
4769,1977,Master,Married,57954.0,1,1,2014-06-18,52,456.0,4.0,24.0,0.0,0.0,9.0,7,8,2,6,7,0,1,0,0,0,0,3,11,0,2014,6,18,49
4437,1962,Graduation,Married,65316.0,1,1,2013-04-24,65,112.0,6.0,92.0,3.0,9.0,38.0,2,3,2,5,4,0,0,0,0,0,0,3,11,0,2013,4,24,64
8724,1982,Graduation,Single,28567.0,1,0,2013-06-17,57,11.0,3.0,22.0,2.0,2.0,6.0,2,2,0,3,6,0,0,0,0,0,0,3,11,0,2013,6,17,44
10741,1951,Master,Married,47352.0,0,1,2013-04-11,70,172.0,12.0,112.0,8.0,0.0,15.0,4,6,1,5,7,0,0,0,0,0,0,3,11,0,2013,4,11,75
1991,1967,Graduation,Married,44931.0,0,1,2014-01-18,0,78.0,0.0,11.0,0.0,0.0,7.0,1,2,1,3,5,0,0,0,0,0,0,3,11,0,2014,1,18,59
6931,1967,Graduation,Divorced,76982.0,0,0,2014-02-15,19,464.0,81.0,292.0,65.0,60.0,30.0,1,8,3,4,4,0,0,1,0,0,0,3,11,1,2014,2,15,59
11096,1952,2N Cycle,Married,57247.0,0,1,2013-08-08,50,99.0,4.0,32.0,37.0,54.0,6.0,2,2,1,7,2,0,0,0,0,0,0,3,11,0,2013,8,8,74
304,1981,Master,Single,22944.0,1,0,2013-12-23,67,19.0,3.0,19.0,4.0,5.0,26.0,3,3,0,3,7,0,0,0,0,0,0,3,11,0,2013,12,23,45
3665,1977,2N Cycle,Married,25315.0,1,0,2013-11-07,46,1.0,9.0,8.0,11.0,3.0,22.0,3,3,0,3,8,0,0,0,0,0,0,3,11,0,2013,11,7,49
10591,1969,Graduation,Widow,43638.0,0,1,2012-08-06,37,63.0,10.0,83.0,7.0,19.0,19.0,2,4,1,4,7,0,0,0,0,0,0,3,11,0,2012,8,6,57
5036,1984,Phd,Single,42710.0,1,0,2012-11-28,38,252.0,3.0,42.0,4.0,3.0,102.0,2,4,5,3,6,0,0,0,0,0,0,3,11,0,2012,11,28,42
5547,1982,Phd,Married,84169.0,0,0,2013-08-07,9,1224.0,19.0,403.0,0.0,19.0,0.0,1,7,6,6,3,0,1,1,0,0,0,3,11,1,2013,8,7,44
7822,1976,Graduation,Married,54058.0,0,1,2013-06-04,56,198.0,18.0,252.0,32.0,81.0,54.0,2,4,6,8,3,0,0,0,0,0,0,3,11,0,2013,6,4,50
